# Species	Genes	Alg.-Conn.	Pb_filNoH.faa	Pc_filNoH.faa	Pf_filNoH.faa	Pk_filNoH.faa	Pv_filNoH.faa	Py_filNoH.faa	Tg_filNoH.faa	h_tartakovskyi_filteredNoH.faa
7	7	0.143	4281_g	1361_g	1681_g	1408_g	1337_g	4771_g	*	83_g
7	7	0.143	4396_g	3253_g	946_g	3319_g	3233_g	3193_g	*	3397_g
7	7	0.143	4410_g	2344_g	2331_g	2413_g	2303_g	1394_g	*	2215_g
7	7	0.143	5380_g	3430_g	5120_g	3508_g	3426_g	4575_g	*	1767_g
7	7	0.143	568_g	1326_g	1715_g	1372_g	1306_g	4740_g	*	2453_g
7	7	0.143	59_g	703_g	3468_g	728_g	681_g	91_g	*	1255_g
7	7	0.143	6399_g	2939_g	5071_g	3016_g	2905_g	3373_g	*	978_g
7	7	0.143	6588_g	2198_g	2181_g	2256_g	2154_g	1247_g	*	502_g
7	7	0.143	6704_g	2914_g	5049_g	2993_g	2883_g	2722_g	*	278_g
7	7	0.143	6709_g	2908_g	5043_g	2986_g	2878_g	2727_g	*	837_g
7	7	0.143	6713_g	1188_g	1844_g	1233_g	1170_g	554_g	*	2076_g
7	7	0.143	6792_g	3100_g	4881_g	3166_g	3072_g	4206_g	*	365_g
7	7	0.143	701_g	1357_g	1685_g	1404_g	1334_g	4767_g	*	85_g
7	7	0.143	7055_g	4142_g	3104_g	4240_g	4156_g	3588_g	*	1282_g
7	7	0.143	871_g	2832_g	1263_g	2908_g	2804_g	1873_g	*	468_g
7	7	0.139	2575_g	2286_g	2274_g	2354_g	2247_g	1338_g	*	2753_g
7	7	0.139	3861_g	683_g	3490_g	706_g	659_g	112_g	*	2970_g
7	7	0.138	386_g	3898_g	4138_g	3980_g	3892_g	2168_g	*	1664_g
7	7	0.136	220_g	5213_g	3826_g	4409_g	4313_g	2900_g	*	1242_g
7	7	0.136	2754_g	1442_g	2045_g	1488_g	1419_g	4075_g	*	3253_g
7	7	0.136	350_g	3155_g	4828_g	3230_g	3129_g	4154_g	*	492_g
7	7	0.136	4838_g	2192_g	2175_g	2249_g	2148_g	1241_g	*	1866_g
7	7	0.135	1138_g	481_g	510_g	492_g	461_g	1647_g	*	176_g
7	7	0.135	146_g	1032_g	243_g	1066_g	1014_g	396_g	*	1240_g
7	7	0.135	1491_g	16_g	4724_g	19_g	12_g	917_g	*	3629_g
7	7	0.135	1766_g	2169_g	2152_g	2226_g	2126_g	1219_g	*	3088_g
7	7	0.135	279_g	1233_g	1803_g	1279_g	1214_g	598_g	*	1506_g
7	7	0.135	289_g	868_g	408_g	904_g	848_g	247_g	*	2835_g
7	7	0.135	2988_g	4303_g	3830_g	4405_g	4310_g	2904_g	*	2872_g
7	7	0.135	3025_g	3471_g	5162_g	3551_g	3465_g	3010_g	*	2631_g
7	7	0.135	3455_g	1877_g	1303_g	1918_g	1841_g	2410_g	*	570_g
7	7	0.135	3728_g	3099_g	4882_g	3165_g	3071_g	4207_g	*	366_g
7	7	0.135	5534_g	3554_g	3207_g	3635_g	3562_g	3173_g	*	1988_g
7	7	0.135	6393_g	612_g	3561_g	629_g	586_g	4314_g	*	1166_g
7	7	0.135	6531_g	4597_g	2755_g	4709_g	4602_g	3864_g	*	3539_g
7	7	0.135	7119_g	3521_g	3171_g	3597_g	3526_g	1841_g	*	2112_g
7	7	0.134	1250_g	3255_g	944_g	3321_g	3235_g	3195_g	*	2329_g
7	7	0.134	1581_g	3385_g	5083_g	3466_g	3369_g	4538_g	*	798_g
7	7	0.134	2852_g	3859_g	4098_g	3942_g	3851_g	2207_g	*	3169_g
7	7	0.134	3752_g	921_g	353_g	960_g	903_g	297_g	*	1600_g
7	7	0.134	4065_g	895_g	379_g	933_g	877_g	274_g	*	916_g
7	7	0.134	5819_g	125_g	4620_g	4950_g	117_g	814_g	*	1461_g
7	7	0.133	961_g	4168_g	3128_g	4265_g	4182_g	3612_g	*	2258_g
7	7	0.132	1822_g	1614_g	1559_g	1675_g	1589_g	2653_g	*	1181_g
7	7	0.132	2225_g	2595_g	1079_g	2666_g	2569_g	682_g	*	2479_g
7	7	0.132	2538_g	550_g	3622_g	566_g	527_g	1579_g	*	3133_g
7	7	0.132	2862_g	4727_g	2880_g	4840_g	4729_g	3736_g	*	1147_g
7	7	0.132	3313_g	337_g	643_g	343_g	327_g	1776_g	*	369_g
7	7	0.132	3360_g	1050_g	227_g	1083_g	1030_g	412_g	*	1607_g
7	7	0.132	3386_g	508_g	3662_g	524_g	487_g	1615_g	*	2405_g
7	7	0.132	4018_g	1092_g	1941_g	1125_g	1072_g	453_g	*	3394_g
7	7	0.132	6632_g	1762_g	1413_g	1808_g	1733_g	2510_g	*	3503_g
7	7	0.132	7205_g	4384_g	3748_g	4495_g	4391_g	2824_g	*	1186_g
7	7	0.132	80_g	654_g	3519_g	673_g	628_g	141_g	*	1232_g
7	7	0.131	3945_g	2561_g	1045_g	2632_g	2536_g	2344_g	*	2530_g
7	7	0.131	558_g	4695_g	2849_g	4804_g	4695_g	3765_g	*	1117_g
7	7	0.131	6308_g	1747_g	1428_g	1790_g	1718_g	2525_g	*	2353_g
7	7	0.131	6682_g	1377_g	1665_g	1423_g	1352_g	4787_g	*	1530_g
7	7	0.13	2208_g	1491_g	2093_g	1538_g	1467_g	3303_g	*	2372_g
7	7	0.13	223_g	4310_g	3823_g	4413_g	4317_g	2897_g	*	1637_g
7	7	0.13	4169_g	4649_g	2802_g	4757_g	4650_g	3816_g	*	1925_g
7	7	0.13	6490_g	1907_g	34_g	1942_g	1870_g	968_g	*	1598_g
7	7	0.127	2108_g	2323_g	2310_g	2391_g	2282_g	1373_g	*	700_g
7	7	0.127	3383_g	2032_g	154_g	2071_g	1989_g	1082_g	*	640_g
7	7	0.127	6794_g	886_g	390_g	922_g	867_g	264_g	*	16_g
7	7	0.126	3387_g	629_g	3541_g	646_g	604_g	4331_g	*	659_g
7	7	0.124	1210_g	4498_g	2657_g	4611_g	4505_g	3952_g	*	161_g
7	7	0.124	1371_g	3154_g	4829_g	3229_g	3128_g	4155_g	*	491_g
7	7	0.124	1652_g	3175_g	4814_g	3248_g	3153_g	4143_g	*	3236_g
7	7	0.124	2321_g	2136_g	784_g	2187_g	2093_g	1187_g	*	1559_g
7	7	0.124	2390_g	2270_g	2258_g	2336_g	2231_g	1323_g	*	1570_g
7	7	0.124	2736_g	4481_g	2638_g	4594_g	4488_g	3970_g	*	1488_g
7	7	0.124	2863_g	4728_g	2881_g	4841_g	4730_g	3735_g	*	1146_g
7	7	0.124	329_g	2084_g	208_g	2127_g	2040_g	1133_g	*	1543_g
7	7	0.124	3678_g	723_g	3447_g	749_g	701_g	71_g	*	1064_g
7	7	0.124	3709_g	1598_g	1580_g	1646_g	1570_g	2670_g	*	3284_g
7	7	0.123	5551_g	2567_g	1051_g	2638_g	2542_g	2338_g	*	1355_g
7	7	0.122	1232_g	651_g	3523_g	669_g	625_g	144_g	*	3197_g
7	7	0.122	2257_g	1329_g	1712_g	1375_g	1309_g	4743_g	*	1371_g
7	7	0.122	3358_g	4122_g	3086_g	4221_g	4138_g	3569_g	*	3051_g
7	7	0.122	4038_g	2925_g	5060_g	3004_g	2894_g	3360_g	*	36_g
7	7	0.122	4427_g	371_g	610_g	379_g	361_g	1742_g	*	3618_g
7	7	0.122	540_g	4348_g	3783_g	4456_g	4358_g	2857_g	*	303_g
7	7	0.122	712_g	514_g	3656_g	530_g	493_g	1611_g	*	3036_g
7	7	0.122	738_g	3765_g	4005_g	3843_g	3761_g	2940_g	*	2251_g
7	7	0.122	891_g	1370_g	1672_g	1417_g	1346_g	4780_g	*	3228_g
7	7	0.121	1801_g	3655_g	3303_g	3740_g	3639_g	3080_g	*	2772_g
7	7	0.121	1805_g	4817_g	2960_g	4923_g	4809_g	3657_g	*	2383_g
7	7	0.121	1817_g	964_g	309_g	996_g	949_g	331_g	*	1016_g
7	7	0.121	2609_g	4614_g	2770_g	4725_g	4618_g	3849_g	*	2554_g
7	7	0.121	2889_g	1990_g	115_g	2026_g	1949_g	1047_g	*	3119_g
7	7	0.121	3086_g	2209_g	2191_g	2269_g	2165_g	1259_g	*	2309_g
7	7	0.121	3396_g	903_g	370_g	941_g	885_g	280_g	*	3411_g
7	7	0.121	4276_g	2253_g	2238_g	2314_g	2211_g	1303_g	*	1938_g
7	7	0.121	867_g	3212_g	4780_g	3286_g	3186_g	4109_g	*	834_g
7	7	0.12	1354_g	915_g	358_g	954_g	897_g	292_g	*	2560_g
7	7	0.119	1288_g	4269_g	3862_g	4387_g	4279_g	2935_g	*	1194_g
7	7	0.119	2534_g	3545_g	3197_g	3625_g	3552_g	1816_g	*	2905_g
7	7	0.119	2648_g	2897_g	5031_g	2974_g	2865_g	2740_g	*	407_g
7	7	0.119	3122_g	982_g	292_g	1013_g	966_g	347_g	*	714_g
7	7	0.119	5757_g	3875_g	4115_g	3959_g	3868_g	2190_g	*	465_g
7	7	0.118	1041_g	1615_g	1558_g	1676_g	1590_g	2652_g	*	3049_g
7	7	0.118	1203_g	1311_g	1730_g	1358_g	1292_g	4725_g	*	1238_g
7	7	0.118	2797_g	852_g	424_g	887_g	834_g	233_g	*	1105_g
7	7	0.118	3491_g	4206_g	3923_g	4308_g	4218_g	639_g	*	3026_g
7	7	0.118	3834_g	929_g	344_g	969_g	913_g	307_g	*	237_g
7	7	0.118	41_g	4549_g	2710_g	4663_g	4558_g	3905_g	*	2186_g
7	7	0.118	680_g	4080_g	3050_g	4171_g	4097_g	3527_g	*	3385_g
7	7	0.118	769_g	3371_g	832_g	3450_g	3355_g	4525_g	12273_g	*
7	7	0.115	1542_g	383_g	600_g	391_g	373_g	1733_g	*	2910_g
7	7	0.115	1868_g	3902_g	4141_g	3983_g	3896_g	2165_g	*	869_g
7	7	0.115	6414_g	4656_g	2809_g	4764_g	4656_g	3805_g	*	2169_g
7	7	0.115	6886_g	4781_g	2928_g	4888_g	4779_g	3689_g	*	795_g
7	7	0.115	942_g	2639_g	736_g	2712_g	2615_g	723_g	*	1663_g
7	7	0.114	1879_g	4555_g	2716_g	4670_g	4564_g	3899_g	*	3139_g
7	7	0.114	1909_g	3066_g	4915_g	3134_g	3038_g	4240_g	*	1177_g
7	7	0.114	3215_g	3674_g	3321_g	3759_g	3622_g	3061_g	*	1199_g
7	7	0.114	3772_g	2432_g	2425_g	2502_g	2389_g	1477_g	*	3504_g
7	7	0.114	660_g	3016_g	1196_g	3085_g	2969_g	3441_g	*	2858_g
7	7	0.111	1438_g	2461_g	2454_g	2533_g	2420_g	1504_g	*	188_g
7	7	0.111	2019_g	3303_g	896_g	3372_g	3282_g	3240_g	*	901_g
7	7	0.11	1352_g	3406_g	5105_g	3487_g	3389_g	4560_g	*	2500_g
7	7	0.109	2164_g	2646_g	726_g	2723_g	2624_g	733_g	*	3605_g
7	7	0.109	2529_g	880_g	396_g	915_g	860_g	258_g	*	2465_g
7	7	0.109	3869_g	3884_g	4123_g	3967_g	3877_g	2182_g	*	1112_g
7	7	0.109	3971_g	2948_g	1136_g	3022_g	2913_g	3381_g	*	3379_g
7	7	0.109	4153_g	2588_g	1073_g	2661_g	2563_g	676_g	10195_g	*
7	7	0.109	6437_g	3388_g	5086_g	3469_g	3372_g	4541_g	*	3630_g
7	7	0.109	684_g	2232_g	2217_g	2292_g	2189_g	1284_g	*	680_g
7	7	0.107	3094_g	3987_g	4229_g	4083_g	3989_g	2076_g	*	3603_g
7	7	0.106	2614_g	1158_g	1871_g	1201_g	1141_g	522_g	*	423_g
7	7	0.106	2615_g	2265_g	2252_g	2329_g	2225_g	1318_g	493_g	*
7	7	0.106	2685_g	953_g	320_g	985_g	938_g	322_g	*	1473_g
7	7	0.105	6780_g	2314_g	2302_g	2381_g	2272_g	1364_g	*	690_g
7	7	0.104	1477_g	4218_g	3911_g	4322_g	4229_g	649_g	*	1168_g
7	7	0.104	2556_g	4094_g	3064_g	4188_g	4112_g	3543_g	*	2484_g
7	7	0.104	3681_g	2279_g	2267_g	2346_g	2240_g	1332_g	*	3399_g
7	7	0.104	447_g	3267_g	932_g	3333_g	3247_g	3206_g	*	2988_g
7	7	0.102	2937_g	3867_g	4107_g	3951_g	3860_g	2198_g	*	460_g
7	7	0.102	4453_g	2597_g	1080_g	2668_g	2571_g	684_g	*	1418_g
7	7	0.102	51_g	3916_g	4157_g	4002_g	3912_g	2148_g	*	2464_g
7	7	0.101	1027_g	1467_g	2072_g	1514_g	1446_g	4097_g	*	1376_g
7	7	0.101	2550_g	256_g	4491_g	274_g	245_g	4432_g	*	3339_g
7	7	0.101	4077_g	2717_g	4408_g	2781_g	2688_g	1985_g	1124_g	*
7	7	0.101	6276_g	750_g	3420_g	786_g	726_g	45_g	*	1076_g
7	7	0.101	6999_g	137_g	4608_g	150_g	130_g	803_g	*	2526_g
7	7	0.101	801_g	123_g	4622_g	132_g	115_g	816_g	13285_g	*
7	7	0.0996	6659_g	927_g	346_g	967_g	911_g	305_g	*	2597_g
7	7	0.0996	757_g	2112_g	808_g	2161_g	5678_g	1164_g	*	2168_g
7	7	0.0991	1752_g	4579_g	2738_g	4691_g	4584_g	3880_g	*	775_g
7	7	0.0984	2718_g	387_g	596_g	395_g	377_g	1729_g	*	2108_g
7	7	0.0984	461_g	867_g	409_g	903_g	847_g	246_g	*	56_g
7	7	0.0984	6629_g	3600_g	3252_g	3685_g	3689_g	3128_g	*	2665_g
7	7	0.0982	1332_g	2627_g	746_g	2701_g	2604_g	713_g	*	2437_g
7	7	0.0982	2994_g	3296_g	904_g	3364_g	3275_g	3231_g	*	3493_g
7	7	0.0977	1674_g	649_g	3525_g	667_g	623_g	769_g	*	3318_g
7	7	0.0977	2329_g	3837_g	4076_g	3918_g	3828_g	2231_g	*	3326_g
7	7	0.0975	3046_g	1073_g	1960_g	1106_g	1053_g	433_g	*	1698_g
7	7	0.0975	3682_g	2278_g	2266_g	2345_g	2239_g	1331_g	*	1832_g
7	7	0.0967	1941_g	704_g	3467_g	729_g	682_g	90_g	*	1256_g
7	7	0.0964	2015_g	2661_g	712_g	2737_g	2637_g	746_g	*	975_g
7	7	0.0964	3896_g	1343_g	1699_g	1389_g	1322_g	4755_g	*	107_g
7	7	0.0964	6840_g	1849_g	1329_g	1890_g	1815_g	2435_g	*	1682_g
7	7	0.0953	6521_g	1777_g	1396_g	1824_g	1748_g	2495_g	*	2067_g
7	7	0.0953	724_g	4340_g	3792_g	4447_g	4350_g	2866_g	*	2418_g
7	7	0.0952	2577_g	2023_g	146_g	2062_g	1980_g	1074_g	*	98_g
7	7	0.0952	3195_g	686_g	3486_g	709_g	663_g	108_g	*	3556_g
7	7	0.0952	587_g	2958_g	1146_g	3036_g	2923_g	3390_g	*	3288_g
7	7	0.0948	1382_g	2482_g	2476_g	2556_g	2443_g	1525_g	*	3506_g
7	7	0.0948	153_g	3106_g	4874_g	3173_g	3079_g	4200_g	*	311_g
7	7	0.0948	2295_g	152_g	4593_g	164_g	145_g	787_g	*	1878_g
7	7	0.0948	2431_g	1955_g	81_g	1993_g	1916_g	1015_g	*	2704_g
7	7	0.0948	3078_g	474_g	516_g	486_g	455_g	1653_g	*	2818_g
7	7	0.0948	3281_g	1854_g	1324_g	1895_g	1820_g	2431_g	*	1933_g
7	7	0.0939	1402_g	365_g	617_g	372_g	354_g	1749_g	*	1264_g
7	7	0.0939	2906_g	2074_g	199_g	2118_g	2032_g	1125_g	*	2873_g
7	7	0.0924	3814_g	3624_g	3273_g	3708_g	3669_g	3109_g	*	2507_g
7	7	0.0924	6522_g	1776_g	1397_g	1823_g	1747_g	2496_g	*	2066_g
7	7	0.0918	5370_g	3629_g	3279_g	3713_g	3664_g	3105_g	*	3563_g
7	7	0.0905	1301_g	1757_g	1418_g	1803_g	1728_g	2515_g	*	1197_g
7	7	0.0905	2635_g	3929_g	4170_g	4015_g	3925_g	2136_g	*	2118_g
7	7	0.0905	3580_g	530_g	3640_g	545_g	509_g	1596_g	*	1716_g
7	7	0.0905	7002_g	134_g	4610_g	147_g	127_g	805_g	*	2413_g
7	7	0.0891	2702_g	3400_g	5099_g	3481_g	3383_g	4554_g	*	2063_g
7	7	0.0891	5322_g	1775_g	1398_g	1822_g	1746_g	2497_g	*	1360_g
7	7	0.0879	2260_g	2157_g	761_g	2211_g	2114_g	1208_g	*	1741_g
7	7	0.0879	5440_g	444_g	544_g	454_g	427_g	1680_g	*	1498_g
7	7	0.0869	1589_g	3927_g	4168_g	4013_g	3923_g	2138_g	*	1689_g
7	7	0.0869	2750_g	1671_g	1506_g	1728_g	1643_g	2601_g	*	2322_g
7	7	0.0869	894_g	1373_g	1669_g	1419_g	1348_g	4783_g	*	509_g
7	7	0.0853	6625_g	922_g	351_g	962_g	905_g	299_g	*	1854_g
7	7	0.0852	2511_g	3846_g	4085_g	3928_g	3837_g	2222_g	*	851_g
7	7	0.0852	2945_g	3942_g	4182_g	4026_g	3938_g	2126_g	*	2817_g
7	7	0.0852	3223_g	2664_g	709_g	2740_g	2640_g	749_g	*	1979_g
7	7	0.0852	4327_g	1532_g	2133_g	1579_g	1510_g	3339_g	*	2816_g
7	7	0.0852	4475_g	863_g	413_g	899_g	843_g	242_g	*	454_g
7	7	0.0847	3382_g	3031_g	1212_g	3101_g	2984_g	3458_g	*	1315_g
7	7	0.0837	1312_g	69_g	4673_g	77_g	64_g	867_g	*	3492_g
7	7	0.0837	1550_g	2955_g	1143_g	3033_g	2920_g	3387_g	*	3507_g
7	7	0.0837	1649_g	2628_g	745_g	2702_g	2605_g	714_g	*	2797_g
7	7	0.0837	171_g	166_g	4578_g	177_g	160_g	4345_g	*	761_g
7	7	0.0837	1803_g	2498_g	2493_g	2576_g	2461_g	1543_g	*	1840_g
7	7	0.0837	2221_g	1173_g	1859_g	1215_g	1155_g	541_g	*	169_g
7	7	0.0837	2528_g	881_g	395_g	916_g	861_g	259_g	*	11_g
7	7	0.0837	3141_g	3320_g	878_g	3390_g	3300_g	3258_g	*	149_g
7	7	0.0837	4034_g	1356_g	1687_g	1402_g	1333_g	4765_g	*	2075_g
7	7	0.0837	6552_g	2205_g	2187_g	2264_g	2161_g	1255_g	*	1129_g
7	7	0.0837	705_g	1185_g	1847_g	1230_g	1167_g	551_g	*	2849_g
7	7	0.0837	7094_g	51_g	4690_g	58_g	47_g	885_g	*	1631_g
7	7	0.0786	6416_g	2249_g	2234_g	2309_g	2207_g	1299_g	*	2331_g
7	7	0.0786	832_g	2101_g	1130_g	2149_g	2059_g	1153_g	*	3067_g
7	7	0.0741	3184_g	2170_g	2153_g	2227_g	2127_g	1220_g	*	2833_g
7	7	0.0734	3460_g	3026_g	1207_g	3096_g	2979_g	3452_g	*	2115_g
7	7	0.0734	750_g	730_g	3439_g	760_g	709_g	63_g	*	3209_g
7	7	0.0666	1125_g	2362_g	2351_g	2429_g	2322_g	1412_g	*	1803_g
7	7	0.0666	1169_g	4675_g	2828_g	4783_g	4674_g	3784_g	*	1137_g
7	7	0.0666	2488_g	3097_g	4884_g	3163_g	3069_g	4209_g	*	368_g
7	7	0.0666	2828_g	3127_g	4854_g	3202_g	3099_g	4179_g	*	2722_g
7	7	0.0666	3839_g	4696_g	2850_g	4805_g	4696_g	3764_g	*	1116_g
7	7	0.0666	4481_g	616_g	3557_g	633_g	590_g	4318_g	*	859_g
7	7	0.0666	451_g	10_g	4732_g	12_g	6_g	924_g	*	3558_g
7	7	0.0632	1067_g	2071_g	196_g	2115_g	2029_g	1122_g	*	1126_g
7	7	0.0632	1377_g	3325_g	873_g	3395_g	3304_g	3263_g	*	2711_g
7	7	0.0632	6929_g	4077_g	3047_g	4168_g	4094_g	3524_g	*	1087_g
7	7	0.0626	4106_g	157_g	4587_g	169_g	151_g	4337_g	*	2758_g
7	7	0.0626	6484_g	1137_g	1893_g	1180_g	1120_g	500_g	*	1220_g
7	7	0.0626	739_g	3764_g	4004_g	3842_g	3760_g	2941_g	*	2250_g
7	7	0.0625	468_g	1541_g	1631_g	1592_g	1520_g	3347_g	*	1518_g
7	7	0.0625	4829_g	2386_g	2372_g	2460_g	2343_g	1433_g	*	3190_g
7	7	0.0619	1590_g	4370_g	3759_g	4480_g	4381_g	2835_g	*	462_g
7	7	0.0619	2974_g	2924_g	5059_g	3003_g	2893_g	3359_g	*	35_g
7	7	0.0619	3267_g	1258_g	1783_g	1304_g	1237_g	4673_g	*	1215_g
7	7	0.0619	567_g	1325_g	1716_g	1371_g	1305_g	4739_g	*	347_g
7	7	0.0619	5996_g	627_g	3544_g	644_g	601_g	4328_g	*	2706_g
7	7	0.0603	3641_g	3885_g	4125_g	3969_g	3879_g	2180_g	*	2220_g
7	7	0.0603	790_g	3570_g	3224_g	3655_g	3718_g	3157_g	*	2740_g
7	7	0.0594	1605_g	3617_g	3268_g	3702_g	3673_g	3114_g	7982_g	*
7	7	0.0588	2714_g	1943_g	69_g	1980_g	1905_g	1004_g	*	617_g
7	7	0.0588	3570_g	3951_g	4189_g	4034_g	3945_g	2117_g	*	3372_g
7	7	0.0569	2368_g	4438_g	2593_g	4543_g	4441_g	4014_g	*	3293_g
7	7	0.0569	2572_g	2143_g	776_g	2195_g	2100_g	1195_g	*	2174_g
7	7	0.0569	3653_g	1035_g	240_g	1069_g	1017_g	399_g	*	1887_g
7	7	0.0558	7235_g	3947_g	4186_g	4030_g	3942_g	2120_g	*	2077_g
7	7	0.0556	7093_g	52_g	4689_g	59_g	48_g	884_g	*	3272_g
7	7	0.0552	1521_g	4447_g	2602_g	4553_g	4451_g	4004_g	*	3274_g
7	7	0.0552	434_g	1923_g	50_g	1958_g	1885_g	983_g	*	286_g
7	7	0.0546	128_g	296_g	4466_g	304_g	285_g	4457_g	*	2467_g
7	7	0.0546	232_g	3584_g	3237_g	3668_g	3704_g	3143_g	*	2362_g
7	7	0.0546	3224_g	2663_g	710_g	2739_g	2639_g	748_g	*	1978_g
7	7	0.0546	909_g	1047_g	230_g	1080_g	1027_g	409_g	*	1274_g
7	7	0.0526	1003_g	3922_g	4163_g	4007_g	3918_g	2142_g	*	2916_g
7	7	0.0526	2723_g	2321_g	2308_g	2389_g	2280_g	1371_g	*	2365_g
7	7	0.0513	138_g	3810_g	4048_g	3892_g	3804_g	2258_g	*	533_g
7	7	0.0513	3381_g	3030_g	1211_g	3100_g	2983_g	3457_g	*	1314_g
7	7	0.0486	1281_g	2823_g	1255_g	2897_g	2796_g	1880_g	*	2286_g
7	7	0.0486	2417_g	1458_g	2061_g	1503_g	1435_g	4089_g	*	3120_g
7	7	0.0486	2428_g	1545_g	1627_g	1596_g	1524_g	3351_g	*	2761_g
7	7	0.0486	4371_g	4486_g	2644_g	4599_g	4493_g	3964_g	*	986_g
7	7	0.046	1534_g	2892_g	5025_g	2969_g	2860_g	2745_g	*	1759_g
7	7	0.046	2699_g	1748_g	1427_g	1791_g	1719_g	2524_g	*	2354_g
7	7	0.046	3047_g	1074_g	1959_g	1107_g	1054_g	434_g	*	2743_g
7	7	0.046	488_g	902_g	372_g	940_g	884_g	279_g	*	3205_g
7	7	0.046	496_g	633_g	3538_g	649_g	608_g	784_g	*	3578_g
7	7	0.046	989_g	3122_g	4859_g	3197_g	3094_g	4185_g	*	1640_g
7	7	0.0429	3986_g	*	3497_g	700_g	652_g	118_g	2397_g	3419_g
7	7	0.0429	5689_g	3282_g	919_g	3346_g	3260_g	3218_g	*	134_g
7	7	0.0422	2264_g	3991_g	4232_g	4087_g	3993_g	2071_g	*	3146_g
7	7	0.0422	3225_g	1493_g	2096_g	1540_g	1469_g	3304_g	*	1390_g
7	7	0.0422	6916_g	577_g	3594_g	593_g	554_g	4280_g	*	2886_g
7	7	0.0383	4123_g	4534_g	2695_g	4647_g	4543_g	3919_g	*	3196_g
7	7	0.0322	2236_g	3946_g	4185_g	4029_g	3941_g	2123_g	*	2078_g
7	7	0.0322	2930_g	45_g	4693_g	53_g	43_g	888_g	*	3373_g
7	7	0.0322	2992_g	3297_g	902_g	3366_g	3276_g	3233_g	*	1483_g
7	7	0.0322	702_g	1694_g	1482_g	1750_g	1666_g	2577_g	*	1708_g
7	7	0.0283	3082_g	3543_g	3195_g	3622_g	3550_g	1818_g	*	1733_g
6	9	0.192	*	1298_g	*	1343_g	1278_g,5567_g,5503_g	4712_g	10781_g,11578_g	817_g
6	9	0.111	7177_g	4520_g	2683_g,2679_g	4634_g,4635_g	4528_g,4527_g	3931_g	*	*
6	8	0.243	2500_g	71_g	4671_g	79_g	66_g,5519_g,5555_g	865_g	*	*
6	8	0.113	5232_g,3765_g	1711_g	1465_g	1766_g	1682_g,5507_g	2559_g	*	*
6	7	0.714	*	347_g	*	351_g	335_g	1768_g	10625_g,11422_g	1262_g
6	7	0.714	*	4069_g	3039_g	4162_g	4088_g	3518_g	4056_g,8836_g	*
6	7	0.714	*	554_g	3618_g	569_g	531_g	1575_g	9574_g,13092_g	*
6	7	0.714	1133_g	4624_g	*	4735_g	4628_g	3839_g	10535_g,11332_g	*
6	7	0.714	5072_g	*	5038_g	2981_g	2873_g	2732_g	11155_g,11952_g	*
6	7	0.571	1224_g	*	4914_g	3136_g	3040_g	4238_g	2497_g,3178_g	*
6	7	0.571	543_g	*	3477_g	*	671_g	100_g	7365_g,7552_g	299_g
6	7	0.512	*	3435_g	5125_g	3513_g	3431_g	4581_g	3025_g,3706_g	*
6	7	0.512	6370_g	2574_g	1058_g	*	*	2331_g	9426_g,13241_g	505_g
6	7	0.512	6705_g	2913_g	5048_g	2992_g	*	2723_g	4647_g,5119_g	*
6	7	0.512	737_g	2123_g	*	*	2080_g	1174_g	11013_g,11810_g	2822_g
6	7	0.429	*	3064_g	4917_g	3131_g	3036_g	*	9710_g,12951_g	2520_g
6	7	0.429	3069_g	4179_g	3136_g	4277_g	4191_g	612_g,3620_g	*	*
6	7	0.429	3359_g	*	3085_g	4220_g	*	3568_g	9265_g,13403_g	3052_g
6	7	0.429	647_g	*	4120_g	3964_g	3874_g	2185_g	2544_g,3225_g	*
6	7	0.429	6879_g	1658_g	1518_g	*	1631_g	*	10806_g,11603_g	1056_g
6	7	0.404	*	2387_g	2373_g	2461_g	2344_g	1434_g	10015_g,12503_g	*
6	7	0.404	2215_g	*	4269_g	4127_g	4031_g	2030_g	526_g,648_g	*
6	7	0.404	2576_g	*	814_g	2154_g	2064_g	1158_g	10370_g,12154_g	*
6	7	0.396	2091_g	2420_g	*	2487_g	2376_g	1466_g	9008_g,13655_g	*
6	7	0.36	*	4180_g	3137_g	4278_g	4192_g	613_g	7280_g,7638_g	*
6	7	0.36	*	584_g	3588_g	599_g	*	4286_g	6781_g,8132_g	1153_g
6	7	0.36	2395_g	*	1571_g	1663_g	1577_g	2663_g	2559_g,3240_g	*
6	7	0.36	285_g	4000_g	*	4097_g	4002_g	2063_g	9366_g,13303_g	*
6	7	0.36	2919_g	2655_g	718_g	2731_g	2632_g	*	4557_g,8572_g	*
6	7	0.348	*	3807_g	*	3889_g	3800_g	2262_g	5083_g,4611_g	200_g
6	7	0.348	551_g	1248_g	1792_g	1294_g	*	4663_g	11297_g,12094_g	*
6	7	0.346	3542_g	4525_g	2685_g	*	4533_g	3928_g	10778_g,11575_g	*
6	7	0.34	*	2681_g	694_g	2755_g	2654_g	765_g	193_g,196_g	*
6	7	0.334	3959_g	*	3928_g	4302_g	4213_g	634_g	4034_g,8814_g	*
6	7	0.332	*	2037_g	159_g	2076_g	1994_g	1087_g	2423_g,2136_g	*
6	7	0.318	*	4454_g	2611_g	4561_g	4459_g	3996_g	4290_g,8315_g	*
6	7	0.286	*	1637_g	1539_g	1697_g	1610_g	2633_g	3173_g,2492_g	*
6	7	0.286	*	2754_g	4370_g	2821_g	*	1950_g	5834_g,6414_g	1651_g
